Season Number,Startup Name,Season Start,Season End,Episode Number,Episode Title,Anchor,Pitch Number,Industry,Business Description,Company Website,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Started in,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of sharks in deal,Deal has conditions,Has Patents,Ashneer Investment Amount,Ashneer Investment Equity,Ashneer Debt Amount,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ghazal Investment Amount,Ghazal Investment Equity,Ghazal Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Guest Name,Ashneer Present,Namita Present,Anupam Present,Vineeta Present,Aman Present,Peyush Present,Ghazal Present,Amit Present,Guest Present
1,OyeDelhiOye,20-Dec-21,04-Feb-22,0,Unseen,Rannvijay Singh,147,Food,Delhi Ke Chole Kulche,,2,2,,,0,Middle,2021,Delhi,Delhi,,,,,35,10,350,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,InaliAssistiveTech,20-Dec-21,04-Feb-22,0,Unseen,Rannvijay Singh,148,Medical/Health,Prosthetics,https://inalifoundation.com/,2,2,,,0,Young,,Pune,Maharashtra,,,,,50,5,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Meera'sCelebrations,20-Dec-21,04-Feb-22,0,Unseen,Rannvijay Singh,149,Services,Wedding ceremonial items,https://www.facebook.com/meeracelebrations/,2,1,1,,1,Middle,,Ludhiana,Punjab,,,,,50,25,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Artment,20-Dec-21,04-Feb-22,0,Unseen,Rannvijay Singh,150,Beauty/Fashion,Exquisite pieces of home decor,https://theartment.com/,2,1,1,,0,Young,2019,Gurgaon,Haryana,,100,,,170,2.5,6800,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Powertree,20-Dec-21,04-Feb-22,0,Unseen,Rannvijay Singh,151,Manufacturing,Beautiful efficient solar panels,https://powertree.co.in/,2,2,,,0,Middle,,Gandhinagar,Gujarat,,,,,150,2.5,6000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Eume,20-Dec-21,04-Feb-22,0,Unseen,Rannvijay Singh,152,Beauty/Fashion,Massager Backpack,https://eumeworld.com/,3,2,1,,1,Middle,2018,Mumbai,Maharashtra,1200,,,,150,2,7500,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Hoovu,02-Jan-23,10-Mar-23,1,Entrepreneurship Ki Leher Ek Baar Firse,Rahul Dua,153,Services,Fresh Pooja flowers,https://hoovufresh.com/,2,,2,,0,Young,,Bengaluru,Karnataka,,65,,,80,1,8000,1,1,100,2,,,5000,2,,,,,,,,,,,,,,,50,1,,50,1,,,,,,,,,,,,,1,1,1,1,1,,,
2,Dorji,02-Jan-23,10-Mar-23,1,Entrepreneurship Ki Leher Ek Baar Firse,Rahul Dua,154,Food,Flavors of Tea,https://dorjeteas.com/,2,2,,,0,Young,,Darjeeling,West Bengal,,11,,,30,5,600,1,1,30,15,,,200,3,,,,,,,,,10,5,,10,5,,,,,10,5,,,,,,,,,,,,,1,1,1,1,1,,,
2,Recode,02-Jan-23,10-Mar-23,1,Entrepreneurship Ki Leher Ek Baar Firse,Rahul Dua,155,Beauty/Fashion,Beauty & cosmetics,https://shop.recodestudios.com/,2,2,,,0,Middle,,Ludhiana,Punjab,,,,,100,1,10000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,VeryMuchIndian,02-Jan-23,10-Mar-23,2,A Bigger Vision,Rahul Dua,156,Beauty/Fashion,Paithani Handloom Sarees,https://www.verymuchindian.com/,2,1,1,,1,Middle,2018,Pune,Maharashtra,150,,35,,50,3,1667,1,1,50,10,,,500,2,,,,,,25,5,,,,,,,,25,5,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,WatchoutWearables,02-Jan-23,10-Mar-23,2,A Bigger Vision,Rahul Dua,157,Electronics,Smart watches,https://www.watchoutwearables.com/,2,2,,,0,Young,2021,Thane,Maharashtra,,25,,,200,5,4000,1,1,100,10,100,,1000,2,,,,,,,,,50,5,50,50,5,50,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,SoupX,02-Jan-23,10-Mar-23,2,A Bigger Vision,Rahul Dua,158,Food,Soup based meals,https://www.soupx.in/,2,2,,,0,Young,,Delhi,Delhi,-1,,45,,75,6,1250,1,1,50,18,25,,277.7777778,1,,,,,,,,,,,,50,18,25,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,ATMOSPHERE,02-Jan-23,10-Mar-23,3,Thrilling and Thunderous Pitches,Rahul Dua,159,Food,Varieties of kombucha,https://atmospherestudio.in/,2,,2,,0,Young,,Delhi,Delhi,,,,,75,3,2500,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Stage,02-Jan-23,10-Mar-23,3,Thrilling and Thunderous Pitches,Rahul Dua,160,Entertainment,Web series and movies in Indian languages,https://www.stage.in/,3,3,,,0,Young,,"Bhiwani,Barnagar","Haryana,Madhya Pradesh",,,,,300,1,30000,1,1,150,0.6,150,,25000,3,,,,,,50,0.2,50,,,,,,,50,0.2,50,50,0.2,50,,,,,,,,,,,,1,1,1,1,1,,,
2,Girgit,02-Jan-23,10-Mar-23,3,Thrilling and Thunderous Pitches,Rahul Dua,161,Beauty/Fashion,color-changing clothing products,https://www.girgitstore.com/,2,1,1,,1,Young,,Mumbai,Maharashtra,,,,,20,10,200,1,1,20,20,,,100,1,,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,GearHeadMotors,02-Jan-23,10-Mar-23,4,Ideas Meets Opportunity,Rahul Dua,162,Vehicles/Electrical Vehicles,Electric vehicles bikes,https://www.ghmev.com/,2,2,,,0,Young,,Hyderabad,Telangana,,,,,75,2,3750,1,1,100,6.67,,,1499.250375,2,,,,,,,,,,,,,,,50,3.335,,50,3.335,,,,,,,,,,,,,1,1,1,1,1,,,
2,PatilKaki,02-Jan-23,10-Mar-23,4,Ideas Meets Opportunity,Rahul Dua,163,Food,Homemade snacks,https://patilkaki.com/,3,2,1,,0,Young,2020,Mumbai,Maharashtra,,,,,40,2.5,1600,1,1,40,4,,,1000,2,,,,,,,,,20,2,,,,,,,,20,2,,,,,,,,,,,,,1,1,1,1,1,,,
2,Brandsdaddy,02-Jan-23,10-Mar-23,4,Ideas Meets Opportunity,Rahul Dua,164,Manufacturing,Auto Fire Extinguisher,https://www.brandsdaddy.com/,2,1,1,,1,Middle,,Mumbai,Maharashtra,,12,60,,70,5,1400,1,1,35,5,35,,700,1,,,,,,35,5,35,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Winston,02-Jan-23,10-Mar-23,5,Investing in the Future of India,Rahul Dua,165,Beauty/Fashion,Techno beauty products at home,https://winstonindia.com/,2,1,1,,1,Middle,,Faridabad,Haryana,,46,,,100,4,2500,1,1,100,10,,,1000,2,,,,,,,,,50,5,,50,5,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Flatheads,02-Jan-23,10-Mar-23,5,Investing in the Future of India,Rahul Dua,166,Beauty/Fashion,Shoes Sneakers Loafers,https://www.flatheads.in/,1,1,,,0,Middle,2019,Bangalore,Karnataka,-1,,,,75,3,2500,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,OrganicSmokes,02-Jan-23,10-Mar-23,5,Investing in the Future of India,Rahul Dua,167,Beauty/Fashion,Organic Cigarettes Cigarillos Smokes,https://www.meaame.com/,3,3,,,0,Middle,,Delhi,Delhi,,40,,,100,1,10000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,TeaFit,02-Jan-23,10-Mar-23,6,Determined Entrepreneurs,Rahul Dua,168,Liquor/Beverages,Refreshing beverages,http://tea.fit/,3,2,1,,0,Young,,Mumbai,Maharashtra,,,,,50,3,1666.666667,1,1,50,8,,,625,4,,,,,,,,,12.5,2,,12.5,2,,12.5,2,,12.5,2,,,,,,,,,,,,,1,1,1,1,1,,,
2,Haqdarshak,02-Jan-23,10-Mar-23,6,Determined Entrepreneurs,Rahul Dua,169,Services,Platform to know about welfare schemes for MSMEs,https://haqdarshak.com/,2,1,1,,0,Middle,,Shimla,Himachal Pradesh,,,,,100,0.5,20000,1,1,100,2,,,5000,3,,,,,,33.33,0.666,,,,,,,,33.33,0.666,,33.33,0.666,,,,,,,,,,,,,1,1,1,1,1,,,
2,Bhaskar'sPuranpoliGhar,02-Jan-23,10-Mar-23,6,Determined Entrepreneurs,Rahul Dua,170,Food,Varieties of Puranpoli snacks,http://bhaskarspuranpolighar.in/,3,3,,,0,Middle,,Thane,Maharashtra,,,,,75,1,7500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,GunjanAppsStudios,02-Jan-23,10-Mar-23,7,Shaandar Businesses,Rahul Dua,171,Technology/Software,CHILDREN'S PLAYFUL LEARNING PARTNER,https://gunjanappstudios.com/,2,1,1,,1,Middle,,Kolkata,West Bengal,2400,,,,250,1,25000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,TheSimplySalad,02-Jan-23,10-Mar-23,7,Shaandar Businesses,Rahul Dua,172,Food,Freshly chopped salads,https://simplysalad.com/,2,1,1,,0,Young,,Ahmedabad,Gujarat,,,,,30,10,300,1,1,30,10,,,300,2,,,,,,,,,,,,15,5,,15,5,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,AyuSynk,02-Jan-23,10-Mar-23,7,Shaandar Businesses,Rahul Dua,173,Medical/Health,Digital Stethoscopes,https://www.ayudevices.com/,3,3,,,0,Middle,,Mumbai,Maharashtra,,,,,100,1.5,6666.666667,1,1,50,3.5,50,10,1428.571429,1,,,,,,50,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,AtypicalAdvantage,02-Jan-23,10-Mar-23,8,Investment with Intent,Rahul Dua,174,Technology/Software,Platform for persons with disabilities,https://atypicaladvantage.in/,1,1,,,0,Middle,,Jamshedpur,Jharkhand,,,,,30,1,3000,1,1,30,3,,,1000,2,,,,,,15,1.5,,,,,,,,15,1.5,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,HouseOfChikankari,02-Jan-23,10-Mar-23,8,Investment with Intent,Rahul Dua,175,Beauty/Fashion,HANDMADE BY ARTISANS OF LUCKNOW,https://www.houseofchikankari.in/,2,,2,,0,Middle,2020,Delhi,Delhi,,,,,75,1,7500,1,1,75,3.75,,,2000,2,,,,,,,,,,,,,,,37.5,1.875,,37.5,1.875,,,,,,,,,,,,,1,1,1,1,1,,,
2,MagicOfMemories,02-Jan-23,10-Mar-23,8,Investment with Intent,Rahul Dua,176,Beauty/Fashion,DNA Jewllery,https://www.themagicofmemories.com/,1,,1,,0,Middle,,Delhi,Delhi,,,,,25,5,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Paradyes,02-Jan-23,10-Mar-23,9,Invest In Lifestyle,Rahul Dua,177,Beauty/Fashion,Semi Permanent Hair Color,https://www.birdsofparadyes.com/,2,1,1,,1,Young,2020,Ahmedabad,Gujarat,350,,,,65,1,6500,1,1,65,2,,,3250,2,,,,,,,,,,,,32.5,1,,32.5,1,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Nestroots,02-Jan-23,10-Mar-23,9,Invest In Lifestyle,Rahul Dua,178,Furnishing/Household,"House of design, aesthetics and elegance",https://www.nestroots.com/,1,,1,,0,Middle,,Delhi,Delhi,,,,,50,1,5000,1,1,50,2,,,2500,1,,,,,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Zillionaire,02-Jan-23,10-Mar-23,10,Zillionaire Banne Ki Chah,Rahul Dua,179,Beauty/Fashion,Unique styles of stones and jewels,https://zillionaireindia.com/,2,2,,,0,Young,,Jaipur,Rajasthan,100,,,,50,3.3,1515.151515,1,1,100,10,,,1000,1,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Credmate,02-Jan-23,10-Mar-23,10,Zillionaire Banne Ki Chah,Rahul Dua,180,Technology/Software,Platform for credit score,https://credmate.in/,2,2,,,0,Middle,,Ludhiana,Punjab,,130,,,50,5,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Freebowler,02-Jan-23,10-Mar-23,10,Zillionaire Banne Ki Chah,Rahul Dua,181,Sports,Non-Electric & Portable Bowling Machines,https://freebowler.com/,2,2,,,0,Middle,,Bangalore,Karnataka,,,,,75,7.5,1000,1,1,25,7.5,50,10,333.3333333,1,,,,,,25,7.5,50,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,ABCSports&Fitness,02-Jan-23,10-Mar-23,11,Investing The Right Way,Rahul Dua,182,Sports,Sports training institute,https://www.abcfitnessfirm.com/,2,2,,,0,Middle,,Pune,Maharashtra,,,,,40,2,2000,1,1,40,10,,,400,1,,,,,,,,,,,,,,,,,,40,10,,,,,,,,,,,,,1,1,1,1,1,,,
2,Primebook,02-Jan-23,10-Mar-23,11,Investing The Right Way,Rahul Dua,183,Technology/Software,Android Apps on Windows laptops,https://www.primebook.in/,4,4,,,0,Middle,,Delhi,Delhi,,,,,75,1.5,5000,1,1,75,3,,,2500,2,,,,,,,,,,,,,,,37.5,1.5,,37.5,1.5,,,,,,,,,,,,,1,1,1,1,1,,,
2,DailyDump,02-Jan-23,10-Mar-23,11,Investing The Right Way,Rahul Dua,184,Manufacturing,Compost Bins,https://www.dailydump.org/,2,1,1,,0,Middle,2006,Bangalore,Karnataka,,,,,80,4,2000,1,1,30,4,50,10,750,1,,,,,,30,4,50,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,GharSoaps,02-Jan-23,10-Mar-23,12,Pitchers Ki Undying Spirit,Rahul Dua,185,Beauty/Fashion,Pure Organic Soaps,https://www.gharsoaps.shop/,2,2,,,0,Middle,,Pune,Maharashtra,,,,,60,2,3000,1,1,60,4,,,1500,1,,,,,,,,,,,,,,,60,4,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,Janitri,02-Jan-23,10-Mar-23,12,Pitchers Ki Undying Spirit,Rahul Dua,186,Medical/Health,Pregnancy Monitoring systems,https://www.janitri.in/,1,1,,,0,Middle,2021,Alwar,Rajasthan,,,,,100,2.5,4000,1,1,100,2.5,,,4000,1,,,,,,100,2.5,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,JaipurWatchCompany,02-Jan-23,10-Mar-23,12,Pitchers Ki Undying Spirit,Rahul Dua,187,Manufacturing,Made in India Imperial Automatic Watches,https://jaipur.watch/,1,1,,,0,Middle,,Jaipur,Rajasthan,,,75,,50,2,2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,InsideFPV,02-Jan-23,10-Mar-23,13,Up And Coming Business Ideas,Rahul Dua,188,Manufacturing,Plug and Fly Drones,https://www.insidefpv.com/,3,2,1,,0,Young,,Surat,Gujarat,,,,,75,4,1875,1,1,75,15,,,500,4,,,,,,18.75,3.75,,,,,,,,18.75,3.75,,18.75,3.75,,,,,18.75,3.75,,,,,,,1,1,,1,1,,1,
2,Angrakhaa,02-Jan-23,10-Mar-23,13,Up And Coming Business Ideas,Rahul Dua,189,Beauty/Fashion,Contemporary Indian clothing,https://www.angrakhaa.com/,2,,2,,0,Young,,Delhi,Delhi,,,,,40,5,800,1,1,40,20,,,200,1,,,,,,,,,,,,,,,,,,,,,,,,40,20,,,,,,,1,1,,1,1,,1,
2,Diabexy,02-Jan-23,10-Mar-23,13,Up And Coming Business Ideas,Rahul Dua,190,Food,Diabetes Friendly Food Products,https://diabexy.com/,2,1,1,,1,Middle,2016,Gurgaon,Haryana,,100,,,150,1,15000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,Kyari,02-Jan-23,10-Mar-23,14,Investment Worthy Ideas,Rahul Dua,191,Manufacturing,Smart stick Guardian,https://kyari.in/,2,1,1,,0,Young,2018,Ghaziabad,Uttar Pradesh,,10,,,51,1,5100,1,1,51,6,,,850,2,,,,,,,,,25.5,3,,,,,,,,25.5,3,,,,,,,,,,,,,1,1,,1,1,,1,
2,MoppFoods,02-Jan-23,10-Mar-23,14,Investment Worthy Ideas,Rahul Dua,192,Food,Mad over Parathas Pakodas,https://moppfoods.com/,2,1,1,,1,Middle,,Delhi,Delhi,,,,,75,2.25,3333.333333,1,1,75,5,,,1500,1,,,,,,,,,,,,,,,,,,,,,,,,75,5,,,,,,,1,1,,1,1,,1,
2,Econiture,02-Jan-23,10-Mar-23,14,Investment Worthy Ideas,Rahul Dua,193,Furnishing/Household,Furniture from plastic waste,https://www.econiture.com/,4,4,,,0,Middle,,Amaravati,Maharashtra,,,,,50,8,625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,Dobiee,02-Jan-23,10-Mar-23,15,Changing The Face Of Indian Entrepreneurship,Rahul Dua,194,Food,CANDIES MUSKIEE TOYS,https://www.dobiee.com/,2,2,,,0,Middle,2021,Shinde,Maharashtra,,32,23,,72,2,3600,1,1,72,6.5,,,1107.692308,1,,,,,,,,,,,,,,,,,,,,,,,,72,6.5,,,,,,,1,1,,1,1,,1,
2,FastBeetle,02-Jan-23,10-Mar-23,15,Changing The Face Of Indian Entrepreneurship,Rahul Dua,195,Services,Local courier and parcel service,https://www.fastbeetle.com/,2,2,,,0,Young,2019,Srinagar,Jammu & Kashmir,-1,25,54,,90,3,3000,1,1,90,7.5,,,1200,2,,,,,,,,,,,,,,,45,3.75,,45,3.75,,,,,,,,,,,,,1,1,,1,1,,1,
2,Pflow,02-Jan-23,10-Mar-23,15,Changing The Face Of Indian Entrepreneurship,Rahul Dua,196,Medical/Health,Disposable uroflowmetry system,https://tejnaksh.com/our-domains/healthcare-equipment/p-flow/,2,1,1,,1,Middle,2021,Dhule,Maharashtra,,,80,,60,1,6000,1,1,60,6,,,1000,2,,,,,,30,3,,,,,,,,,,,,,,,,,30,3,,,,,,,1,1,,1,1,,1,
2,VSMani,02-Jan-23,10-Mar-23,16,Pitchers Ki Taiyyari,Rahul Dua,197,Food,Coffee and snacks,https://vsmani.com/,3,3,,,0,Middle,2020,Bangalore,Karnataka,-1,63,,,60,1.5,4000,1,1,19,1,41,10,1900,1,,,,,,19,1,41,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,Sepal,02-Jan-23,10-Mar-23,16,Pitchers Ki Taiyyari,Rahul Dua,198,Manufacturing,Bike Accessories,https://sepal.in/,2,2,,,0,Middle,,Hyderabad,Telangana,,,37,,50,1,5000,1,1,50,2,,,2500,1,,,,,,,,,,,,,,,,,,50,2,,,,,,,,,,,,,1,1,,1,1,,1,
2,Solinas,02-Jan-23,10-Mar-23,16,Pitchers Ki Taiyyari,Rahul Dua,199,Services,"Products organise the management of pipelines,manholes and septic tanks",https://solinas.in/,4,3,1,,0,Middle,2020,Chennai,Tamil Nadu,120,,,,90,2,4500,1,1,90,3,,,3000,2,,,,,,,,,45,1.5,,,,,,,,45,1.5,,,,,,,,,,,,,1,1,,1,1,,1,
2,AvimeeHerbal,02-Jan-23,10-Mar-23,17,Innovation Hardwork And Diligence,Rahul Dua,200,Beauty/Fashion,Ayurveda hair skin products,https://avimeeherbal.com/,5,3,2,,1,Middle,2021,Surat,Gujarat,,165,69,,280,0.5,56000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,eyenic,02-Jan-23,10-Mar-23,17,Innovation Hardwork And Diligence,Rahul Dua,201,Beauty/Fashion,Eyewear,https://eyenic.in/,2,2,,,0,Middle,2017,Delhi,Delhi,,15,45,21,75,6,1250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,ekatra,02-Jan-23,10-Mar-23,17,Innovation Hardwork And Diligence,Rahul Dua,202,Furnishing/Household,Handmade paper goods,https://ekatrahandmade.com/,2,,2,,0,Middle,2019,Kota,Rajasthan,,5,80,28,40,10,400,1,1,20,20,20,,100,2,,,,,,,,,,,,,,,,,,10,10,10,,,,10,10,10,,,,,,1,1,,1,1,,1,
2,Raasa,02-Jan-23,10-Mar-23,18,Business Ideas With Potential,Rahul Dua,203,Food,Food karts,,1,1,,,0,Middle,2022,Delhi,Delhi,,,,,50,5,1000,1,1,50,25,,,200,1,,,,,,,,,50,25,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,NeoMotion,02-Jan-23,10-Mar-23,18,Business Ideas With Potential,Rahul Dua,204,Manufacturing,Wheelchairs,https://www.neomotion.in/,3,3,,,0,Middle,2020,Chennai,Tamil Nadu,470,,,,100,1,10000,1,1,100,1,,,10000,1,,,,,,,,,,,,,,,,,,100,1,,,,,,,,,,,,,1,1,,1,1,,1,
2,licksters,02-Jan-23,10-Mar-23,18,Business Ideas With Potential,Rahul Dua,205,Food,Icecreams ice-pops,https://www.licksters.com/,2,1,1,,1,Middle,,Nagpur,Maharashtra,86,14,,,50,5,1000,1,1,25,5,25,,500,1,,,,,,,,,,,,,,,,,,,,,,,,25,5,25,,,,,,1,1,,1,1,,1,
2,Sayonara,02-Jan-23,10-Mar-23,18,Business Ideas With Potential,Rahul Dua,206,Beauty/Fashion,Petticoat,,1,1,,,0,Middle,,Kolkata,West Bengal,0,,,,100,1,10000,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,
2,PMV,02-Jan-23,10-Mar-23,19,Building Brands For India,Rahul Dua,207,Vehicles/Electrical Vehicles,Personal Mobility Vehicle,https://pmvelectric.com/,1,1,,,0,Middle,2018,Mumbai,Maharashtra,0,,,,100,1,10000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,SpiceStory,02-Jan-23,10-Mar-23,19,Building Brands For India,Rahul Dua,208,Food,Indian Sauces Chutneys,https://spice-story.in/,3,2,1,,0,Middle,2019,Mumbai,Maharashtra,410,57,,,70,2,3500,1,1,70,5,,,1400,1,,,,,,70,5,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Bullspree,02-Jan-23,10-Mar-23,19,Building Brands For India,Rahul Dua,209,Technology/Software,App to learn stock market basics,https://bullspree.com/,3,3,,,0,Middle,,Ahmedabad,Gujarat,-1,,,,75,1.5,5000,1,1,75,2.86,,,2622.377622,2,,,,,,,,,,,,,,,37.5,1.43,,37.5,1.43,,,,,,,,,,,,,1,1,1,1,1,,,
2,Snitch,02-Jan-23,10-Mar-23,20,Nurturing Indian Entrepreneurs,Rahul Dua,210,Beauty/Fashion,Menswear,https://www.snitch.co.in/,1,1,,,0,Middle,2020,Bangalore,Karnataka,,,,,150,0.5,30000,1,1,150,1.5,,,10000,5,,,,,,30,0.3,,30,0.3,,30,0.3,,30,0.3,,30,0.3,,,,,,,,,,,,,1,1,1,1,1,,,
2,Portl,02-Jan-23,10-Mar-23,20,Nurturing Indian Entrepreneurs,Rahul Dua,211,Services,Portl studio gym,https://portl.co/,3,3,,,0,Middle,,Hyderabad,Telangana,,,45,,150,1,15000,1,1,150,2.5,,,6000,3,,,,,,50,0.833,,,,,,,,50,0.833,,50,0.833,,,,,,,,,,,,,1,1,1,1,1,,,
2,FatToSlim,02-Jan-23,10-Mar-23,20,Nurturing Indian Entrepreneurs,Rahul Dua,212,Beauty/Fashion,Diet Plan Weight Loss,http://fattoslimbangalore.com/,1,,1,,0,Middle,,Bangalore,Karnataka,,14,,,20,1,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,CheeseCake&Co.,02-Jan-23,10-Mar-23,21,Adhbhut Aur Anokhe Entrepreneurs,Rahul Dua,213,Food,Cakes Slices,https://cheesecakeco.in/,2,1,1,,1,Middle,2018,Delhi,Delhi,,194,,,100,2,5000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Dabble,02-Jan-23,10-Mar-23,21,Adhbhut Aur Anokhe Entrepreneurs,Rahul Dua,214,Manufacturing,Paints Crayons Brushes,https://dabbleplayart.com/,2,,2,,0,Middle,,Bangalore,Karnataka,33,8.7,75,,50,10,500,1,1,15,10,35,0,150,1,,,,,,,,,,,,,,,15,10,35,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,CloudTailor,02-Jan-23,10-Mar-23,21,Adhbhut Aur Anokhe Entrepreneurs,Rahul Dua,215,Services,Custom tailor online,https://www.cloudtailor.com/,3,2,1,,1,Middle,,"Bangalore,Hyderabad","Karnataka,Telangana",-1,34,,,100,1.4,7142.857143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,BeUnic,02-Jan-23,10-Mar-23,21,Adhbhut Aur Anokhe Entrepreneurs,Rahul Dua,216,Services,Platform for LGBTQ+ creators and entrepreneurs,https://beunic.in/,3,1,1,1,0,Middle,,Noida,Uttar Pradesh,50,6,,,100,10,1000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,Broomees,02-Jan-23,10-Mar-23,22,Making Big Businesses,Rahul Dua,217,Services,Helpers homemakers for your home,https://broomees.com/,3,2,1,,0,Middle,,Delhi,Delhi,,,,,80,2,4000,1,1,100,3,,,3333.333333,3,,,,,,33.33,1,,,,,,,,33.33,1,,33.33,1,,,,,,,,,,,,,1,1,1,1,1,,,
2,Ravel,02-Jan-23,10-Mar-23,22,Making Big Businesses,Rahul Dua,218,Beauty/Fashion,Custom Hair Products,https://www.ravelcare.com/,1,1,,,0,Middle,2021,Amaravati,Maharashtra,,40,,,75,2.5,3000,1,1,75,10,,,750,1,,,,,,,,,75,10,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
2,HoneyVeda,02-Jan-23,10-Mar-23,22,Making Big Businesses,Rahul Dua,219,Food,Honey in natural nutritious form,https://www.honeyveda.in/,2,2,,,0,Middle,,Ahmedabad,Gujarat,53,,20,,75,7.5,1000,1,1,50,20,25,12,250,2,,,,,,,,,25,10,12.5,25,10,12.5,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
